Tributary	ReachName	ReachID	Crew	Survey	Fishing	Visibility	Weather	Comments	Date	Season	Year	CohoIndividuals	SteelheadIndividuals	ChinookIndividuals	SalmonidSpIndividuals	CohoRedds	SteelheadRedds	ChinookRedds	SalmonidSpRedds
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	DD AI	SS	1	99	CLEAR SUNNY	NO FISH	2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	WB AJ JR	SS	1	99	CLEAR SUNNY		2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	ZR JD	SS	1	99	CLEAR SUNNY		2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	3	0	0
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	SL SW	SS	1	99	CLEAR SUNNY		3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	SL JD	SS	1	99	CLEAR SUNNY		3/2/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
PORTER CREEK (MWC)	MPO 1	RR-MPO-000.00:002.65	ZR TC	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/2/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	SL MW	SS	1	99	SHOWERS		3/3/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	JD NB	SS	1	99	OVERCAST		3/4/2016 0:00	2015-2016	2016	0	1	0	1	0	0	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	NB JD	SS	1	99	SHOWERS	NO FISH	3/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	TC ZR	SS	1	0.5	SHOWERS	NO FISH NO REDDS	3/9/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	TC SW	SS	1	0.5	CLEAR SUNNY	"STARTED AT BATTERY BOXES, too turbid low down."	3/16/2016 0:00	2015-2016	2016	0	5	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	WB SW	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 3	RR-PEN-006.49:009.12	WB NO	SS	1	0.9	CLEAR SUNNY	NO REDDS	3/18/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	JR DD	SS	1	0.6	STEADY RAIN	NO FISH NO REDDS. MIL 3 VIS. VARIED THROUGHOUT REACH FROM .5-.7.  WALLACE REACH 2 TOO TURBID TO SURVEY.	3/21/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PECHACO CREEK	PEC 1	RR-PEC-000.00:002.35	SL JD	SS	1	99	CLEAR SUNNY	NO FISH	3/23/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
GREEN VALLEY CREEK	GRE 1	RR-GRE-007.80:012.49	AB ALL	SS	1	1.1	CLEAR SUNNY	NO FISH NO REDDS	3/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	LP AI	SS	1	99	OVERCAST	NO FISH	2/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	SL TC	SS	1	99	CLEAR SUNNY		2/4/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	WB LP DP	SS	1	99	CLEAR SUNNY		2/5/2016 0:00	2015-2016	2016	0	2	0	0	0	1	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	AB JD	SS	1	99	CLEAR SUNNY		2/5/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	1
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	TC JR	SS	1	99	CLEAR SUNNY	"ALLEGRO FAIL, PAPER DATA"	2/8/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	WB LP AL	SS	1	99	CLEAR SUNNY	NO FISH	2/8/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	2
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	TC LP	SS	1	99	PARTLY CLOUDY	Saw otter at beginning of reach	2/10/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	3
GRAPE CREEK	GRP 1	RR-GRP-000.00:001.39	ZR SL	SS	1	3	CLEAR SUNNY		2/10/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	2
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	JR DD	SS	1	99	PARTLY CLOUDY	NO FISH-Manually entered Redd data in the office.Trip drop-down malfuction.	2/10/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	WB AI	SS	1	99	CLEAR SUNNY	NO FISH	2/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	AB NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	TC LP	SS	1	99	CLEAR SUNNY		2/16/2016 0:00	2015-2016	2016	0	2	0	0	0	4	0	2
PENA CREEK	PEN 3	RR-PEN-006.49:009.12	SW JD	SS	1	99	CLEAR SUNNY	Water is getting low	2/16/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 2	RR-DUT-004.81:009.04	TC SW AL	SS	1	99	OVERCAST	NO FISH NO REDDS	2/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	NB AI	SS	1	99	PARTLY CLOUDY	NO FISH	2/18/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	ZR SL	SS	1	99	SHOWERS		2/18/2016 0:00	2015-2016	2016	0	0	0	1	0	3	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	SL TC	SS	1	0.5	SHOWERS	NO FISH NO REDDS	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
LITTLE GREEN VALLEY CREE	GRE 1	RR-LGV-000.00:001.05	JD WB	SS	1	1	SHOWERS	NO FISH NO REDDS	2/19/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	TC MH	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	SW EM CO	SS	1	1	CLEAR SUNNY	We saw one old unmarked redd and spooked 2 fish but were not able to get a ID to salmonid because of poor via conditions	2/23/2016 0:00	2015-2016	2016	0	0	0	2	1	2	0	1
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	AJ ALL WB	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	NB AI	SS	1	99	CLEAR SUNNY	NO FISH	2/24/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	ZR SW	SS	1	99	CLEAR SUNNY		2/25/2016 0:00	2015-2016	2016	0	0	0	0	1	3	0	0
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	AB SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	SL AAL	SS	1	99	SHOWERS	NO FISH NO REDDS	3/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	TC LP	SS	1	99	OVERCAST	NO FISH NO REDDS	3/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	NB JD	SS	1	99	SHOWERS	NO FISH. SAW LOTS OF YOY AND TWO LARGE UNIDENTIFIED FROGS.	3/4/2016 0:00	2015-2016	2016	0	0	0	0	0	2	0	0
PORTER CREEK	POR 2	RR-POR-002.43:004.65	SL AI	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PRESS CREEK	POR 3	RR-PRE-000.00:000.59	AI SL	SS	1	1	CLEAR SUNNY	NO FISH NO REDDS	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 4	RR-PEN-009.12:013.89	TC AAL	SS	1	0.5	CLEAR SUNNY		3/18/2016 0:00	2015-2016	2016	0	3	0	0	0	1	0	0
WOODS CREEK	WOO 1	RR-WOO-000.00:003.80	SL DD	SS	1	1.5	CLEAR SUNNY	ALLEGRO FAIL: Drop down ID#s did not work (manually entered old redd ID3s). The correct ID#s are listed in the comments section. No new redds observed. (Updated AJ)	3/18/2016 0:00	2015-2016	2016	0	5	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	AI JD	SS	1	0.6	SHOWERS	NO FISH NO REDDS	3/21/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	SL SW	SS	1	0.4	CLEAR SUNNY	Poor visibility overall due to depth and water velocity.	3/22/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	AI NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	TC AI	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	3/23/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SANTA ROSA CREEK	SAN 9	RR-SAN-028.22:029.70	WB JE	SS	1	0.7	CLEAR SUNNY	NO FISH	3/23/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	ZR NO	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	3/24/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	AB NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	AJ ZR	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/28/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	ZR AJ	SS	1	99	CLEAR SUNNY		3/28/2016 0:00	2015-2016	2016	0	0	0	0	0	3	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	AI SL	SS	1	0.6	CLEAR SUNNY	NO FISH	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	SL SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS. Observed 2-5 small shrimp-like freshwater invetebrates in a low-flow/protected area outside of the main tributary channel. 	3/31/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	SL DD	SS	1	99	CLEAR SUNNY	No FISH NO REDDS. We did not log any data for redd# MIL257160204R001 located on Angell Creek because we have not been granted landowner access for that reach. 	4/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 1	RR-GRA-000.00:001.80	WB CM	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	ZR JD	SS	1	99	CLEAR SUNNY		2/23/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PECHACO CREEK	PEC 1	RR-PEC-000.00:002.35	JD AI	SS	1	99	PARTLY CLOUDY		2/25/2016 0:00	2015-2016	2016	0	0	0	1	0	0	0	1
MARK WEST CREEK	MAR 9	RR-MAR-024.34:027.19	NB NO	SS	1	1.2	PARTLY CLOUDY		2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	TC AP CO	SS	1	99	CLEAR SUNNY	NO FISH	2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	WB AAL	SS	1	99	CLEAR SUNNY	NO FISH	2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	ZR DD	SS	1	99	CLEAR SUNNY		2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	1
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	TC SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	ZR JD	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 1	RR-GRE-007.80:012.49	JD LP	SS	1	99	CLEAR SUNNY	NO FISH	3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	AJ TC	SS	1	99	CLEAR SUNNY	"NO FISH NO REDDS. Missed old redd 1224R002, possibly missing flag and probably an age 4 now. "	3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
NUTTY VALLEY CREEK	GRE 2	RR-NUT-000.00:000.94	TC AJ	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
LITTLE GREEN VALLEY CREE	GRE 1	RR-LGV-000.00:001.05	JD LP	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 14	RR-MAR-040.18:042.85	SW AI	SS	1	99	CLEAR SUNNY		3/2/2016 0:00	2015-2016	2016	0	0	0	0	0	3	0	1
EAST AUSTIN CREEK	EAU 1	RR-EAU-000.00:002.00	JD SB	SS	1	99	OVERCAST		3/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAPE CREEK	GRP 2	RR-GRP-001.39:002.49	TC SW	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	3/16/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WINE CREEK	WIN 1	RR-WIN-000.00:001.65	TC SW	SS	1	1	CLEAR SUNNY		3/16/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	0
DUTCH BILL CREEK	DUT 1	RR-DUT-000.00:004.81	NB JD	SS	1	0.8	CLEAR SUNNY	HIGH WATER. STARTED SURVEY AT ANTENNA SITE DUE TO DEEP BACKWATER NEAR THE MOUTH.	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	NO DD	SS	1	0.3	CLEAR SUNNY	NO FISH NO REDDS	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	WB SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PERENNE CREEK	DUT 1	RR-PER-000.00:000.54	NB JD	SS	1	0.8	CLEAR SUNNY	"NO FISH NO REDDS. Count data had an error while running macro. Saw one adult California Giant Salamander SPCERTAIN=1. GPS ALLEGRO 38.43942317, -122.9924875, DOP 1.20 - Big guy on moss."	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 3	RR-POR-004.65:006.83	SL AI	SS	1	0.5	CLEAR SUNNY	NO FISH NO REDDS	3/17/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	NO DD	SS	1	0.5	CLEAR SUNNY	NO REDDS	3/17/2016 0:00	2015-2016	2016	0	3	0	0	0	0	0	0
WALLACE CREEK	WAL 2	RR-WAL-001.83:004.43	AM ZR	SS	1	0.7	CLEAR SUNNY	Large Mouth Bass observed	3/23/2016 0:00	2015-2016	2016	0	0	0	0	1	0	0	0
WOODS CREEK	WOO 1	RR-WOO-000.00:003.80	WB AAL	SS	1	99	CLEAR SUNNY	NO FISH	2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	DP LP	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	2/26/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HULBERT CREEK	HUL 3	RR-HUL-005.16:007.20	ZR DD	SS	1	99	CLEAR SUNNY		2/26/2016 0:00	2015-2016	2016	0	0	0	1	0	1	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	ZR JD	SS	1	99	CLEAR SUNNY		2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
MILL CREEK	MIL1.5	RR-MIL-002.46:003.03	DD AI	SS	1	99	CLEAR SUNNY	NO FISH	2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	DD AI	SS	1	99	CLEAR SUNNY	MOUTH IMPASSABLE	2/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HARRISON CREEK	GRE 2	RR-HAR-000.00:000.23	TC AJ	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	3/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 9	RR-MAR-024.34:027.19	ZR TC	SS	1	2	CLEAR SUNNY	NO FISH NO REDDS	3/2/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	JD SB	SS	1	99	STEADY RAIN		3/3/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	1
AUSTIN CREEK	AUS 6	RR-AUS-012.13:015.94	TC LP	SS	1	99	STEADY RAIN	OTTER EATING STHD. Salmonid jawbones found. 	3/3/2016 0:00	2015-2016	2016	0	1	0	0	0	1	0	1
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	NB AI	SS	1	99	SHOWERS	NO FISH NO REDDS	3/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GILLIAM CREEK	GIL 1	RR-GIL-000.00:002.32	AB SW	SS	1	99	SHOWERS	NO FISH NO REDDS	3/3/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	AI JD	SS	1	0.5	OVERCAST	"DEEP BACKWATER SECTION NEAR MOUTH. STARTED SURVEY AFTER FIRST BIG BEND IN THE REACH, TOOK GPS POINT AT SOS ""0318 START"". MISSED 10-15 REDDS DOWNSTREAM FROM OUR START POINT."	3/18/2016 0:00	2015-2016	2016	0	18	0	0	0	1	0	0
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	SL DD	SS	1	0.8	CLEAR SUNNY	ALLEGRO FAIL: drop downs ID#s did not work (manually entered old redd ID#s); additionally the redd and individual fish ID#s generated by the allegro were incorrect. The correct ID#s are listed in the comments sections of all new redd and inidividual fish 	3/18/2016 0:00	2015-2016	2016	0	5	0	0	0	1	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	TC JD	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
SCHOOLHOUSE CREEK	GIL 1	RR-SCH-000.00:001.00	AI NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/22/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	JD AI	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	3/24/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GREEN VALLEY CREEK	GRE 2	RR-GRE-012.49:016.09	SL JE	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	3/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
LITTLE GREEN VALLEY CREE	GRE 1	RR-LGV-000.00:001.05	AB ALL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
HARRISON CREEK	GRE 2	RR-HAR-000.00:000.23	SL JE	SS	1	0.6	CLEAR SUNNY	NO FISH NO REDDS	3/25/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 6	RR-AUS-012.13:015.94	ZR JD	SS	1	99	CLEAR SUNNY	"NO FISH NO REDDS (one flag ripped but will get ID from GIS, Age=4)"	3/27/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	AI AAL	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/27/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK	POR 1	RR-POR-000.00:002.43	AJ WB	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	3/29/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 1	RR-PEN-000.00:004.05	SL TC	SS	1	99	CLEAR SUNNY	Noticed two redd flags were ripped/removed. One was from 02/16 and the other was 02/25 R007. Did not enter data on either flag because we had no other info. 	3/30/2016 0:00	2015-2016	2016	0	8	0	0	0	7	0	0
PENA CREEK	PEN 3	RR-PEN-006.49:009.12	WB NO	SS	1	99	CLEAR SUNNY	No new redds	3/30/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	TC AI	SS	1	99	OVERCAST		3/31/2016 0:00	2015-2016	2016	0	1	0	0	0	2	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	TC AI	SS	1	99	CLEAR SUNNY		3/31/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	0
MILL CREEK	MIL 4	RR-MIL-009.98:014.06	SL DD	SS	1	99	CLEAR SUNNY	NO FISH. We did not log any data for redd# MIL257160204R001 located on Angell Creek because we have not been granted landowner access for that reach. 	4/1/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	1
PORTER CREEK (MWC)	MPO 1	RR-MPO-000.00:002.65	ZR AI	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 1	RR-RED-000.00:001.66	JE SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/4/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRAY CREEK	GRA 2	RR-GRA-001.80:003.88	WB CM	SS	1	99	CLEAR SUNNY	NO FISH	4/5/2016 0:00	2015-2016	2016	0	0	0	0	0	1	0	2
WILLOW CREEK	WIL 3	RR-WIL-003.49:006.15	ZR WB	SS	1	99	OVERCAST	NO FISH NO REDDS	4/7/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
WILLOW CREEK	WIL 4	RR-WIL-006.15:009.16	WB ZR	SS	1	99	OVERCAST	NO FISH NO REDDS	4/7/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 1	RR-MIL-000.00:002.46	SW AL	SS	1	2	CLEAR SUNNY	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PALMER CREEK	PAL 1	RR-PAL-000.00:002.75	JE JD	SS	1	99	OVERCAST	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 2	RR-MIL-003.03:005.75	AI AJ	SS	1	99	OVERCAST	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
FELTA CREEK	FEL 1	RR-FEL-000.00:001.83	SW AL	SS	1	2.5	OVERCAST	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 5	RR-MIL-014.06:015.54	JE JD	SS	1	99	OVERCAST	NO FISH NO REDDS	4/11/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 11	RR-MAR-030.60:033.75	JE SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MARK WEST CREEK	MAR 12	RR-MAR-033.75:037.32	JE SW	SS	1	99	OVERCAST	NO FISH NO REDDS	4/12/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PENA CREEK	PEN 5	RR-PEN-013.89:017.04	TC SW	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/14/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PORTER CREEK (MWC)	MPO 1	RR-MPO-000.00:002.65	TC NO	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/15/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
GRUB CREEK	DUT 2	RR-GRU-000.00:000.72	CO RA	SS	1	1	CLEAR SUNNY	NO FISH NO REDDS	11/1/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
REDWOOD CREEK	RED 2	RR-RED-001.66:004.58	CO BA	SS	1	99	PARTLY CLOUDY	NO FISH NO REDDS	11/2/2016 0:00	2016-2017	2016	0	0	0	0	0	0	0	0
AUSTIN CREEK	AUS 5	RR-AUS-009.86:012.13	SW AA	SS	1	99	CLEAR SUNNY	NO FISH NO REDDS	4/5/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
PURRINGTON CREEK	PUR 1	RR-PUR-000.00:004.50	JE SW	SS	1	1	CLEAR SUNNY	TOOK DOWN ALL FLAGGING	4/6/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
NUTTY VALLEY CREEK	GRE 2	RR-NUT-000.00:000.94	CM WB	SS	1	99	CLEAR SUNNY	LOTS OF YOY AND 1 BASS. NO FISH OR NEW REDDS	4/6/2016 0:00	2015-2016	2016	0	0	0	0	0	0	0	0
MILL CREEK	MIL 3	RR-MIL-005.75:009.98	NB CM	SS	1	99	OVERCAST	NO REDDS 1 CARCASS	4/11/2016 0:00	2015-2016	2016	0	1	0	0	0	0	0	0
