"","Tributary","ReachName","ReachID","Crew","Survey","Fishing","Visibility","Weather","Comments","Date","Season","Year","CohoIndividuals","SteelheadIndividuals","ChinookIndividuals","SalmonidSpIndividuals","CohoRedds","SteelheadRedds","ChinookRedds","SalmonidSpRedds"
"528","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","NB AI","SS",1,99,"PARTLY CLOUDY","NO FISH",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"529","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","ZR SL","SS",1,99,"SHOWERS",NA,2016-02-18,"2015-2016",2016,0,0,0,1,0,3,0,0
"530","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","SL TC","SS",1,0.5,"SHOWERS","NO FISH NO REDDS",2016-02-19,"2015-2016",2016,0,0,0,0,0,0,0,0
"531","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","JD WB","SS",1,1,"SHOWERS","NO FISH NO REDDS",2016-02-19,"2015-2016",2016,0,0,0,0,0,0,0,0
"532","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","TC MH","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"533","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","SW EM CO","SS",1,1,"CLEAR SUNNY","We saw one old unmarked redd and spooked 2 fish but were not able to get a ID to salmonid because of poor via conditions",2016-02-23,"2015-2016",2016,0,0,0,2,1,2,0,1
"534","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","AJ ALL WB","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-02-24,"2015-2016",2016,0,0,0,0,0,0,0,0
"535","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","NB AI","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-24,"2015-2016",2016,0,0,0,0,0,2,0,0
"536","PORTER CREEK","POR 2","RR-POR-002.43:004.65","ZR SW","SS",1,99,"CLEAR SUNNY",NA,2016-02-25,"2015-2016",2016,0,0,0,0,1,3,0,0
"537","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","AB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"538","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","SL AAL","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-03-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"539","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","TC LP","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-03-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"540","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","NB JD","SS",1,99,"SHOWERS","NO FISH. SAW LOTS OF YOY AND TWO LARGE UNIDENTIFIED FROGS.",2016-03-04,"2015-2016",2016,0,0,0,0,0,2,0,0
"541","PORTER CREEK","POR 2","RR-POR-002.43:004.65","SL AI","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"542","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","AI SL","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"543","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","TC AAL","SS",1,0.5,"CLEAR SUNNY",NA,2016-03-18,"2015-2016",2016,0,3,0,0,0,1,0,0
"544","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","SL DD","SS",1,1.5,"CLEAR SUNNY","ALLEGRO FAIL: Drop down ID#s did not work (manually entered old redd ID3s). The correct ID#s are listed in the comments section. No new redds observed. (Updated AJ)",2016-03-18,"2015-2016",2016,0,5,0,0,0,0,0,0
"545","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","AI JD","SS",1,0.6,"SHOWERS","NO FISH NO REDDS",2016-03-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"546","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","SL SW","SS",1,0.4,"CLEAR SUNNY","Poor visibility overall due to depth and water velocity.",2016-03-22,"2015-2016",2016,0,0,0,0,0,1,0,0
"547","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","AI NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"548","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","TC AI","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-23,"2015-2016",2016,0,0,0,0,0,0,0,0
"549","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","WB JE","SS",1,0.7,"CLEAR SUNNY","NO FISH",2016-03-23,"2015-2016",2016,0,0,0,0,0,1,0,0
"550","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","ZR NO","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-24,"2015-2016",2016,0,0,0,0,0,0,0,0
"551","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","AB NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"552","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","AJ ZR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-28,"2015-2016",2016,0,0,0,0,0,0,0,0
"553","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","ZR AJ","SS",1,99,"CLEAR SUNNY",NA,2016-03-28,"2015-2016",2016,0,0,0,0,0,3,0,0
"554","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","AI SL","SS",1,0.6,"CLEAR SUNNY","NO FISH",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,1
"555","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","SL SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS. Observed 2-5 small shrimp-like freshwater invetebrates in a low-flow/protected area outside of the main tributary channel. ",2016-03-31,"2015-2016",2016,0,0,0,0,0,0,0,0
"556","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","SL DD","SS",1,99,"CLEAR SUNNY","No FISH NO REDDS. We did not log any data for redd# MIL257160204R001 located on Angell Creek because we have not been granted landowner access for that reach. ",2016-04-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"557","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","WB CM","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-05,"2015-2016",2016,0,0,0,0,0,0,0,0
"558","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","DD MOH","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-04,"2015-2016",2016,0,0,0,0,0,3,0,3
"559","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","NB JD","SS",1,99,"PARTLY CLOUDY",NA,2016-02-04,"2015-2016",2016,0,0,0,0,0,0,0,1
"560","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","BS LP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"561","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","DD AP","SS",1,99,"OVERCAST","NO FISH",2016-02-05,"2015-2016",2016,0,0,0,0,0,0,0,1
"562","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","WB LP DP","SS",1,99,"CLEAR SUNNY",NA,2016-02-05,"2015-2016",2016,0,0,0,0,0,0,0,0
"563","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","ZR DD","SS",1,2,"CLEAR SUNNY",NA,2016-02-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"564","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","JD SB ES","SS",1,99,"PARTLY CLOUDY","START TIME CHANGE 900 (Done, AJ)",2016-02-09,"2015-2016",2016,0,0,0,0,0,0,0,1
"565","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","JD AI","SS",1,99,"PARTLY CLOUDY",NA,2016-02-10,"2015-2016",2016,0,1,0,0,0,0,0,0
"566","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","WB SW AL","SS",1,99,"PARTLY CLOUDY","Broodstock coho obsereved!",2016-02-10,"2015-2016",2016,3,0,0,1,3,2,0,2
"567","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","LP MOH","SS",1,99,"CLEAR SUNNY",NA,2016-02-11,"2015-2016",2016,0,0,0,0,0,1,0,2
"568","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","DD AI","SS",1,99,"PARTLY CLOUDY","RES TROUT ON RIFFLE",2016-02-16,"2015-2016",2016,0,0,0,0,0,0,0,1
"569","DEAD COYOTE CREEK","WOO 1","RR-DEA-000.00:001.03","DD AI","SS",1,99,"PARTLY CLOUDY","A COUPLE OLD REDDS IN R",2016-02-16,"2015-2016",2016,0,0,0,0,0,0,0,0
"570","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","JD SL","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-02-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"571","PORTER CREEK","POR 2","RR-POR-002.43:004.65","ZR JR","SS",1,99,"OVERCAST","multiple test diggs throughout reach. ",2016-02-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"572","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","ZR JR","SS",1,99,"OVERCAST",NA,2016-02-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"573","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","DD NB","SS",1,99,"SHOWERS","SUCKER AND FISH SKIN OBSERVED",2016-02-17,"2015-2016",2016,0,1,0,0,0,1,0,0
"574","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","TC SW AL","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-02-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"575","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","NB AI","SS",1,99,"PARTLY CLOUDY","NO FISH",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"576","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","TC  SW","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"577","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","DD AI","SS",1,1,"OVERCAST","FISH SKIN OBSERVED",2016-02-19,"2015-2016",2016,0,0,0,0,0,1,0,1
"578","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","NB LP","SS",1,99,"STEADY RAIN","NO FISH NO REDDS",2016-02-19,"2015-2016",2016,0,0,0,0,0,0,0,0
"579","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","NB LP","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-02-19,"2015-2016",2016,0,0,0,0,0,0,0,0
"580","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","AL SW NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"581","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","ZR DD DP","SS",1,1,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"582","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","JD LP","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"583","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","JD LP","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-02-18,"2015-2016",2016,0,0,0,0,0,0,0,0
"584","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","ZR JD","SS",1,2,"OVERCAST",NA,2016-02-23,"2015-2016",2016,0,0,0,0,0,2,0,2
"585","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","TC NB","SS",1,99,"CLEAR SUNNY",NA,2016-02-23,"2015-2016",2016,0,0,0,1,0,0,0,2
"586","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","SL SB","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-23,"2015-2016",2016,0,0,0,0,0,0,0,0
"587","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","SW LP JR","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-24,"2015-2016",2016,0,0,0,0,0,0,0,0
"588","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","ZR SL","SS",1,99,"CLEAR SUNNY",NA,2016-02-24,"2015-2016",2016,0,0,0,0,0,4,0,0
"589","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","DD LP","SS",1,99,"CLEAR SUNNY","CRAZY SAUCE",2016-02-25,"2015-2016",2016,0,4,0,0,0,6,0,4
"590","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","TC SL","SS",1,99,"CLEAR SUNNY",NA,2016-02-25,"2015-2016",2016,0,2,0,0,0,1,0,2
"591","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","DD AI","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"592","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","WB AJ JR","SS",1,99,"CLEAR SUNNY",NA,2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"593","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","ZR JD","SS",1,99,"CLEAR SUNNY",NA,2016-02-29,"2015-2016",2016,0,0,0,0,0,3,0,0
"594","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","SL SW","SS",1,99,"CLEAR SUNNY",NA,2016-03-01,"2015-2016",2016,0,0,0,0,0,0,0,1
"595","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","SL JD","SS",1,99,"CLEAR SUNNY",NA,2016-03-02,"2015-2016",2016,0,0,0,0,0,2,0,0
"596","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","ZR TC","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"597","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","SL MW","SS",1,99,"SHOWERS",NA,2016-03-03,"2015-2016",2016,0,0,0,0,0,1,0,0
"598","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","JD NB","SS",1,99,"OVERCAST",NA,2016-03-04,"2015-2016",2016,0,1,0,1,0,0,0,0
"599","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","NB JD","SS",1,99,"SHOWERS","NO FISH",2016-03-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"600","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","TC ZR","SS",1,0.5,"SHOWERS","NO FISH NO REDDS",2016-03-09,"2015-2016",2016,0,0,0,0,0,0,0,0
"601","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","TC SW","SS",1,0.5,"CLEAR SUNNY","STARTED AT BATTERY BOXES, too turbid low down.",2016-03-16,"2015-2016",2016,0,5,0,0,0,1,0,0
"602","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","WB SW","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-17,"2015-2016",2016,0,0,0,0,0,0,0,0
"603","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","WB NO","SS",1,0.9,"CLEAR SUNNY","NO REDDS",2016-03-18,"2015-2016",2016,0,1,0,0,0,0,0,0
"604","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","JR DD","SS",1,0.6,"STEADY RAIN","NO FISH NO REDDS. MIL 3 VIS. VARIED THROUGHOUT REACH FROM .5-.7.  WALLACE REACH 2 TOO TURBID TO SURVEY.",2016-03-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"605","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","SL JD","SS",1,99,"CLEAR SUNNY","NO FISH",2016-03-23,"2015-2016",2016,0,0,0,0,0,2,0,0
"606","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","AB ALL","SS",1,1.1,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"607","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","SW AA","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-05,"2015-2016",2016,0,0,0,0,0,0,0,0
"608","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","JE SW","SS",1,1,"CLEAR SUNNY","TOOK DOWN ALL FLAGGING",2016-04-06,"2015-2016",2016,0,0,0,0,0,0,0,0
"609","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","CM WB","SS",1,99,"CLEAR SUNNY","LOTS OF YOY AND 1 BASS. NO FISH OR NEW REDDS",2016-04-06,"2015-2016",2016,0,0,0,0,0,0,0,0
"610","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","NB CM","SS",1,99,"OVERCAST","NO REDDS 1 CARCASS",2016-04-11,"2015-2016",2016,0,1,0,0,0,0,0,0
"611","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","AI AJ","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"612","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","JE JD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"613","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","AI AM","SS",1,99,"OVERCAST","NO FISH",2016-04-12,"2015-2016",2016,0,0,0,0,0,1,0,0
"614","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","AJ ZR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-04-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"615","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","ZR AJ","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-04-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"616","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","TC NO","SS",1,99,"CLEAR SUNNY","No fish no redds",2016-04-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"617","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","TC NO","SS",1,99,"CLEAR SUNNY",NA,2016-04-13,"2015-2016",2016,0,0,0,0,0,1,0,0
"618","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","AI SEW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-13,"2015-2016",2016,0,0,0,0,0,0,0,0
"619","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","WB MO","SS",1,99,"CLEAR SUNNY","vis was 0.6 in first couple hundred yards of survey up to first crossing then clear for rest of survey, last survey - pulled all redd flags",2016-04-13,"2015-2016",2016,0,1,0,0,0,1,0,0
"620","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","ZR CM","SS",1,99,"PARTLY CLOUDY",NA,2016-04-14,"2015-2016",2016,0,1,0,0,0,6,0,0
"621","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","AJ AI","SS",1,99,"PARTLY CLOUDY","RAIN LAST 20 MIN OF SURV",2016-04-14,"2015-2016",2016,0,0,0,0,0,0,0,0
"622","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","TC NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-04-15,"2015-2016",2016,0,0,0,0,0,0,0,0
"623","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","CO RA","SS",1,0.9,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"624","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","ZR AMJ","SS",1,0.5,"PARTLY CLOUDY","NO FISH NO REDDS. BUT SUCH A LOVELY DAY :)",2016-11-01,"2016-2017",2016,0,0,0,0,0,0,0,0
"625","PORTER CREEK","POR 2","RR-POR-002.43:004.65","LE NB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"626","PORTER CREEK","POR 3","RR-POR-004.65:006.83","LE NB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-02,"2016-2017",2016,0,0,0,0,0,0,0,0
"627","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","AM AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-03,"2016-2017",2016,0,0,0,0,0,0,0,0
"628","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","AI BA","SS",1,1.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-04,"2016-2017",2016,0,0,0,0,0,0,0,0
"629","AUSTIN CREEK","AUS 4","RR-AUS-007.34:009.86","WB MT","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-11-04,"2016-2017",2016,0,0,0,0,0,0,0,0
"630","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","WB AAL","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-26,"2015-2016",2016,0,0,0,0,0,0,0,1
"631","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","DP LP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"632","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","ZR DD","SS",1,99,"CLEAR SUNNY",NA,2016-02-26,"2015-2016",2016,0,0,0,1,0,1,0,0
"633","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","ZR JD","SS",1,99,"CLEAR SUNNY",NA,2016-02-29,"2015-2016",2016,0,0,0,0,0,1,0,0
"634","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","DD AI","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"635","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","DD AI","SS",1,99,"CLEAR SUNNY","MOUTH IMPASSABLE",2016-02-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"636","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","TC AJ","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-03-01,"2015-2016",2016,0,0,0,0,0,0,0,0
"637","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","ZR TC","SS",1,2,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"638","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","JD SB","SS",1,99,"STEADY RAIN",NA,2016-03-03,"2015-2016",2016,0,0,0,0,0,1,0,1
"639","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","TC LP","SS",1,99,"STEADY RAIN","OTTER EATING STHD. Salmonid jawbones found. ",2016-03-03,"2015-2016",2016,0,1,0,0,0,1,0,1
"640","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","NB AI","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-03-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"641","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","AB SW","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-03-03,"2015-2016",2016,0,0,0,0,0,0,0,0
"642","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","AI JD","SS",1,0.5,"OVERCAST","DEEP BACKWATER SECTION NEAR MOUTH. STARTED SURVEY AFTER FIRST BIG BEND IN THE REACH, TOOK GPS POINT AT SOS ""0318 START"". MISSED 10-15 REDDS DOWNSTREAM FROM OUR START POINT.",2016-03-18,"2015-2016",2016,0,18,0,0,0,1,0,0
"643","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","SL DD","SS",1,0.8,"CLEAR SUNNY","ALLEGRO FAIL: drop downs ID#s did not work (manually entered old redd ID#s); additionally the redd and individual fish ID#s generated by the allegro were incorrect. The correct ID#s are listed in the comments sections of all new redd and inidividual fish ",2016-03-18,"2015-2016",2016,0,5,0,0,0,1,0,0
"644","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","TC JD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"645","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","AI NO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-22,"2015-2016",2016,0,0,0,0,0,0,0,0
"646","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","JD AI","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-24,"2015-2016",2016,0,0,0,0,0,0,0,0
"647","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","SL JE","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"648","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","AB ALL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"649","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","SL JE","SS",1,0.6,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"650","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","ZR JD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS (one flag ripped but will get ID from GIS, Age=4)",2016-03-27,"2015-2016",2016,0,0,0,0,0,0,0,0
"651","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","AI AAL","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-27,"2015-2016",2016,0,0,0,0,0,0,0,0
"652","PORTER CREEK","POR 1","RR-POR-000.00:002.43","AJ WB","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-03-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"653","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","SL TC","SS",1,99,"CLEAR SUNNY","Noticed two redd flags were ripped/removed. One was from 02/16 and the other was 02/25 R007. Did not enter data on either flag because we had no other info. ",2016-03-30,"2015-2016",2016,0,8,0,0,0,7,0,0
"654","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","WB NO","SS",1,99,"CLEAR SUNNY","No new redds",2016-03-30,"2015-2016",2016,0,1,0,0,0,0,0,0
"655","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","TC AI","SS",1,99,"OVERCAST",NA,2016-03-31,"2015-2016",2016,0,1,0,0,0,2,0,0
"656","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","TC AI","SS",1,99,"CLEAR SUNNY",NA,2016-03-31,"2015-2016",2016,0,0,0,0,0,1,0,0
"657","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","SL DD","SS",1,99,"CLEAR SUNNY","NO FISH. We did not log any data for redd# MIL257160204R001 located on Angell Creek because we have not been granted landowner access for that reach. ",2016-04-01,"2015-2016",2016,0,0,0,0,0,0,0,1
