Tributary,ReachName,ReachID,Crew,Survey,Year,Fishing,Visibility,Weather,Comments,Season,Date
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,AI AL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-06
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,WB CM,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-06
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,CM WB,SS,2016,1,99,CLEAR SUNNY,LOTS OF YOY AND 1 BASS. NO FISH OR NEW REDDS,2015-2016,2016-04-06
HARRISON CREEK,GRE 2,RR-HAR-000.00:000.23,CM WB,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-06
MARK WEST CREEK,MAR 14,RR-MAR-040.18:042.85,JE SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-04
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,JE SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-04
MARK WEST CREEK,MAR 9,RR-MAR-024.34:027.19,ZR AI,SS,2016,1,1,CLEAR SUNNY,NO FISH,2015-2016,2016-04-04
PORTER CREEK (MWC),MPO 1,RR-MPO-000.00:002.65,ZR AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-04
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,TC AI,SS,2016,1,99,OVERCAST,,2015-2016,2016-03-31
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,TC AI,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-03-31
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,TC ALL,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-01
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,SL SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-03-31
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,SL SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS. Observed 2-5 small shrimp-like freshwater invetebrates in a low-flow/protected area outside of the main tributary channel. ,2015-2016,2016-03-31
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,SL DD,SS,2016,1,99,CLEAR SUNNY,NO FISH. We did not log any data for redd# MIL257160204R001 located on Angell Creek because we have not been granted landowner access for that reach. ,2015-2016,2016-04-01
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,SL DD,SS,2016,1,99,CLEAR SUNNY,No FISH NO REDDS. We did not log any data for redd# MIL257160204R001 located on Angell Creek because we have not been granted landowner access for that reach. ,2015-2016,2016-04-01
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,WB AP,SS,2016,1,99,CLEAR SUNNY,NO FISH,2015-2016,2016-04-01
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,JE SW,SS,2016,1,1,CLEAR SUNNY,TOOK DOWN ALL FLAGGING,2015-2016,2016-04-06
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,SEW JD,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-04
AUSTIN CREEK,AUS 6,RR-AUS-012.13:015.94,AI NO,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-07
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,AI AM,SS,2016,1,99,OVERCAST,NO FISH,2015-2016,2016-04-12
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,AI AM,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-12
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,AJ ZR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-12
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,ZR AJ,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2015-2016,2016-04-12
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,TC NO,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-04-13
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,TC NO,SS,2016,1,99,CLEAR SUNNY,No fish no redds,2015-2016,2016-04-13
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,TC NO,SS,2016,1,99,CLEAR SUNNY,,2015-2016,2016-04-13
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,JE SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-12
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,JE SW,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-12
MARK WEST CREEK,MAR 9,RR-MAR-024.34:027.19,TC NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-15
PORTER CREEK (MWC),MPO 1,RR-MPO-000.00:002.65,TC NO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-15
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,AI AJ,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-11
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,AI AJ,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-11
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,SW AL,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-11
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,SW AL,SS,2016,1,2.5,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-11
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,NB CM,SS,2016,1,99,OVERCAST,NO REDDS 1 CARCASS,2015-2016,2016-04-11
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,NB CM,SS,2016,1,99,OVERCAST,,2015-2016,2016-04-11
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,JE JD,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-11
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,JE JD,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-11
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,JE JD,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-11
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,ZR CM,SS,2016,1,99,PARTLY CLOUDY,,2015-2016,2016-04-14
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,AJ AI,SS,2016,1,99,PARTLY CLOUDY,RAIN LAST 20 MIN OF SURV,2015-2016,2016-04-14
PECHACO CREEK,PEC 1,RR-PEC-000.00:002.35,AI AJ,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2015-2016,2016-04-14
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,JE JD,SS,2016,1,99,PARTLY CLOUDY,WOO END OF SEASON.,2015-2016,2016-04-14
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,TC SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-14
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,TC SW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-14
PORTER CREEK,POR 1,RR-POR-000.00:002.43,WB MO,SS,2016,1,99,CLEAR SUNNY,last survey- pulled all redd flags,2015-2016,2016-04-13
HULBERT CREEK,HUL 3,RR-HUL-005.16:007.20,WB MO,SS,2016,1,99,CLEAR SUNNY,"vis was 0.6 in first couple hundred yards of survey up to first crossing then clear for rest of survey, last survey - pulled all redd flags",2015-2016,2016-04-13
PORTER CREEK,POR 2,RR-POR-002.43:004.65,AI SEW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-13
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,AI SEW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-13
PORTER CREEK,POR 3,RR-POR-004.65:006.83,AI SEW,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2015-2016,2016-04-13
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,JE SW,SS,2016,1,99,CLEAR SUNNY,"NO FISH NO REDDS.  Had to redo trip file at office, created trip with wrong allegro name.  (This resulted in a mismatch between AllTripID in the Trip file and AllTripID in the redd file. Since redd file contained dummy redd only, it was deleted from the a",2015-2016,2016-04-13
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,ZR WB,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-07
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,WB ZR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2015-2016,2016-04-07
AUSTIN CREEK,AUS 4,RR-AUS-007.34:009.86,WB MT,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-04
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,LE ZR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-04
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,ZR LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-04
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,MT AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,AI MT,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,CO RA,SS,2016,1,0.9,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,CO RA,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,MT AI,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-02
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,MT AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-02
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,ZR JRR,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-02
GRAY CREEK,GRA 3,-9999,ZR JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-02
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,CO BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,BA CO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,AM AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,AM AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,BA WB,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,WB BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,WB BA,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
HULBERT CREEK,HUL 1,RR-HUL-000.00:002.83,WB RA,SS,2016,1,99,CLEAR SUNNY,NO FISH,2016-2017,2016-11-02
MISSION CREEK,HUL 1,RR-MIS-000.00:000.38,WB RA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-02
MARK WEST CREEK,MAR 10,RR-MAR-027.19:030.60,MT AJ,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,AI BA,SS,2016,1,1.5,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-04
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,BA AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-04
MARK WEST CREEK,MAR 14,RR-MAR-040.18:042.85,NB LE,SS,2016,1,1.5,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
MILL CREEK,MIL1.5,RR-MIL-002.46:003.03,NB KS,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-07
MILL CREEK,MIL 2,RR-MIL-003.03:005.75,NB KS,SS,2016,1,99,OVERCAST,,2016-2017,2016-11-07
MILL CREEK,MIL 1,RR-MIL-000.00:002.46,LE ZR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-07
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,RA CO,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-07
WALLACE CREEK,WAL 2,RR-WAL-001.83:004.43,RA CO,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-07
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,WB JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-07
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,WB JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-07
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,WB JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-07
PORTER CREEK,POR 2,RR-POR-002.43:004.65,LE NB,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-02
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,LE NB,SS,2016,1,0.9,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-02
PORTER CREEK,POR 3,RR-POR-004.65:006.83,LE NB,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-02
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,RA AMJ,SS,2016,1,0.6,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-03
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,CO BA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-02
REDWOOD CREEK,RED 2,RR-RED-001.66:004.58,CO BA,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-02
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,CO AB,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-11-04
SHEEPHOUSE CREEK,SHE 1,RR-SHE-000.00:003.55,AMJ MT,SS,2016,1,0.8,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-07
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,LE AB,SS,2016,1,0.5,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-01
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,ZR AMJ,SS,2016,1,0.5,PARTLY CLOUDY,NO FISH NO REDDS. BUT SUCH A LOVELY DAY :),2016-2017,2016-11-01
Crane creek,CRA1,RR-CRA-000.00:002.98,NB JRR,SS,2016,1,99,CLEAR SUNNY,CRANE CREEK NOT IN DROP DOWN. We put dry 9 in the data form because CRA1 WAS NOT THERE.  10% OF THE REACH WAS DRY. Nick is working on landowner access ,2016-2017,2016-11-16
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,ZR JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS :  Fish (salmonid sp.) skin found,2016-2017,2016-11-14
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,ZR JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-14
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,CO KS,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-11-14
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,KS CO,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-11-14
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,MT RA,SS,2016,1,99,OVERCAST,"NO FISH NO REDDS. Start time at vehicle, end time at reach end.",2016-2017,2016-11-15
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,MT RA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-15
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,AMJ AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-12
PORTER CREEK,POR 1,RR-POR-000.00:002.43,AMJ AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS.  DISCONNECTED LOWER 100 METERS AT DRY CREEK CONFLUENCE.,2016-2017,2016-11-12
GREEN VALLEY CREEK,GRE 1,RR-GRE-007.80:012.49,LE RA,SS,2016,1,1.2,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-16
LITTLE GREEN VALLEY CREE,GRE 1,RR-LGV-000.00:001.05,RA LE,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS  About a quarter of the way upstream creek became disconnected as the water went sub-surface.,2016-2017,2016-11-16
GREEN VALLEY CREEK,GRE 2,RR-GRE-012.49:016.09,KS AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-16
NUTTY VALLEY CREEK,GRE 2,RR-NUT-000.00:000.94,KS AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-16
HARRISON CREEK,GRE 2,RR-HAR-000.00:000.23,AI KS,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-16
GRAPE CREEK,GRP 1,RR-GRP-000.00:001.39,AI BA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-15
GRAPE CREEK,GRP 2,RR-GRP-001.39:002.49,AI BA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-15
WINE CREEK,WIN 1,RR-WIN-000.00:001.65,AI BA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS. Intermittent during first 250 meters,2016-2017,2016-11-15
HULBERT CREEK,HUL 1,RR-HUL-000.00:002.83,WB JRR,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2016-2017,2016-11-15
MISSION CREEK,HUL 1,RR-MIS-000.00:000.38,WB JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS. Multiple disconnected sections throughout reach.,2016-2017,2016-11-15
KIDD CREEK,KID 1,RR-KID-000.00:001.67,BA JRR,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-12
FREEZEOUT CREEK,FRE 1,RR-FRE-000.00:001.38,JRR BA,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-12
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,RA AM,SS,2016,1,99,CLEAR SUNNY, NO FISH NO REDDSS Very dry about 150m upstream of the mouth. Took picture where it went subsurface. Did see some salmon eggs on the bank just a few scattered…,2016-2017,2016-11-10
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,RA AM,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS  Dry a few paces up from the mouth for about 150 meters,2016-2017,2016-11-10
PENA CREEK,PEN 3,RR-PEN-006.49:009.12,AI JRR,SS,2016,1,99,CLEAR SUNNY,,2016-2017,2016-11-10
PENA CREEK,PEN 4,RR-PEN-009.12:013.89,BA MT,SS,2016,1,99,CLEAR SUNNY,"PEQ Subreach mouth dry did not have time to survey, THERMO DEAD, REDD 1 and 5 were originally marked as COHO changed to Chinook because  REDD 5 two fish were later confirmed as Chinook.",2016-2017,2016-11-10
PENA CREEK,PEN 5,RR-PEN-013.89:017.04,AMJ CO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-10
WOODS CREEK,WOO 1,RR-WOO-000.00:003.80,AMJ CO,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-10
PORTER CREEK,POR 2,RR-POR-002.43:004.65,LE KS,SS,2016,1,99,SHOWERS,NO FISH NO REDDS,2016-2017,2016-11-15
PORTER CREEK,POR 3,RR-POR-004.65:006.83,KS LE,SS,2016,1,99,OVERCAST,TOT TIME INCLUDES PRESS,2016-2017,2016-11-15
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,KS LE,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-15
PURRINGTON CREEK,PUR 1,RR-PUR-000.00:004.50,MT BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-16
REDWOOD CREEK,RED 1,RR-RED-000.00:001.66,CO AMJ,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-15
REDWOOD CREEK,RED 2,RR-RED-001.66:004.58,CO AMJ,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-15
WILLOW CREEK,WIL 3,RR-WIL-003.49:006.15,LE WB,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-14
WILLOW CREEK,WIL 4,RR-WIL-006.15:009.16,RA MT,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-14
AUSTIN CREEK,AUS 5,RR-AUS-009.86:012.13,CO KS,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-17
KIDD CREEK,KID 1,RR-KID-000.00:001.67,KS CO,SS,2016,1,99,CLEAR SUNNY,NOT CONNECTED AT MOUTH,2016-2017,2016-11-17
DUTCH BILL CREEK,DUT 1,RR-DUT-000.00:004.81,LE BA,SS,2016,1,3,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-22
PERENNE CREEK,DUT 1,RR-PER-000.00:000.54,LE BA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
DUTCH BILL CREEK,DUT 2,RR-DUT-004.81:009.04,WB TS,SS,2016,1,2,OVERCAST,NO REDDS,2016-2017,2016-11-22
GRUB CREEK,DUT 2,RR-GRU-000.00:000.72,WB TS,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
EAST AUSTIN CREEK,EAU 1,RR-EAU-000.00:002.00,MT BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-17
AUSTIN CREEK,AUS 4,RR-AUS-007.34:009.86,MT BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-17
GILLIAM CREEK,GIL 1,RR-GIL-000.00:002.32,AGP JP,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-22
SCHOOLHOUSE CREEK,GIL 1,RR-SCH-000.00:001.00,AGP JP,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
GRAY CREEK,GRA 1,RR-GRA-000.00:001.80,AB NB,SS,2016,1,1.2,CLEAR SUNNY,START TIME AT OFFICE,2016-2017,2016-11-21
GRAY CREEK,GRA 2,RR-GRA-001.80:003.88,ZR KS,SS,2016,1,1,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-21
GRAY CREEK,GRA 3,-9999,ZR KS,SS,2016,1,1.5,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-21
HULBERT CREEK,HUL 1,RR-HUL-000.00:002.83,RA AI,SS,2016,1,99,CLEAR SUNNY,NO FISH,2016-2017,2016-11-22
MISSION CREEK,HUL 1,RR-MIS-000.00:000.38,RA AI,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
KIDD CREEK,KID 1,RR-KID-000.00:001.67,AI RA,SS,2016,1,99,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
MARK WEST CREEK,MAR 10,RR-MAR-027.19:030.60,LE MT,SS,2016,1,1.1,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-18
MARK WEST CREEK,MAR 11,RR-MAR-030.60:033.75,AI BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-18
MARK WEST CREEK,MAR 12,RR-MAR-033.75:037.32,AI BA,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-18
MARK WEST CREEK,MAR 13,RR-MAR-037.32:040.18,WB AMJ,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-18
MARK WEST CREEK,MAR 14,RR-MAR-040.18:042.85,WB AMJ,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-18
MILL CREEK,MIL 3,RR-MIL-005.75:009.98,RA JP,SS,2016,1,0.7,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-21
FELTA CREEK,FEL 1,RR-FEL-000.00:001.83,RA JP,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS  (Looks like the lat log field did not get populated out in the field-RA),2016-2017,2016-11-21
MILL CREEK,MIL 4,RR-MIL-009.98:014.06,JRR CO,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS. Allegro GPS fail,2016-2017,2016-11-21
MILL CREEK,MIL 5,RR-MIL-014.06:015.54,CO JRR,SS,2016,1,2,CLEAR SUNNY,NO FISH NO REDDS. Allegro GPS fail,2016-2017,2016-11-21
PALMER CREEK,PAL 1,RR-PAL-000.00:002.75,CO JRR,SS,2016,1,2,PARTLY CLOUDY,NO FISH NO REDDS. Allegro GPS fail,2016-2017,2016-11-21
PENA CREEK,PEN 1,RR-PEN-000.00:004.05,CO BA,SS,2016,1,0.6,CLEAR SUNNY,,2016-2017,2016-11-23
PORTER CREEK,POR 1,RR-POR-000.00:002.43,JRR CO,SS,2016,1,99,PARTLY CLOUDY,NO FISH NO REDDS,2016-2017,2016-11-22
PORTER CREEK,POR 2,RR-POR-002.43:004.65,AMJ MT,SS,2016,1,1.5,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
PRESS CREEK,POR 3,RR-PRE-000.00:000.59,AMJ MT,SS,2016,1,1.5,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
PORTER CREEK,POR 3,RR-POR-004.65:006.83,AMJ MT,SS,2016,1,1.5,OVERCAST,NO FISH NO REDDS,2016-2017,2016-11-22
SANTA ROSA CREEK,SAN 9,RR-SAN-028.22:029.70,RA JRR,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-17
SHEEPHOUSE CREEK,SHE 1,RR-SHE-000.00:003.55,ZR AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-17
FREEZEOUT CREEK,FRE 1,RR-FRE-000.00:001.38,ZR AI,SS,2016,1,99,CLEAR SUNNY,NO FISH NO REDDS,2016-2017,2016-11-17
